"group","axis","value"
"deep northern soul","energy",0.204
"deep northern soul","liveness",0.143
"deep northern soul","tempo",169.367
"deep pop edm","danceability",0.59515
"deep pop edm","energy",0.5801
"deep pop edm","liveness",0.152245
"deep pop edm","tempo",134.3107
"deep pop r&b","danceability",0.657644937
"deep pop r&b","energy",0.584489868
"deep pop r&b","liveness",0.172135597
"deep pop r&b","tempo",116.1870802
"deep psychobilly","danceability",0.538
"deep psychobilly","energy",0.971
"deep psychobilly","liveness",0.104
"deep psychobilly","tempo",139.998
"deep punk rock","danceability",0.58
"deep punk rock","energy",0.745
"deep punk rock","liveness",0.0542
"deep punk rock","tempo",123.498
"deep r&b","danceability",0.426
"deep r&b","energy",0.953
"deep r&b","liveness",0.132
"deep r&b","tempo",169.93
"deep ragga","danceability",0.705916667
"deep ragga","energy",0.532038889
"deep ragga","liveness",0.151415
"deep ragga","tempo",109.7123417
"deep regional mexican","danceability",0.6896695
"deep regional mexican","energy",0.660139062
"deep regional mexican","liveness",0.181371996
"deep regional mexican","tempo",122.2599706
"deep smooth jazz","danceability",0.668857143
"deep smooth jazz","energy",0.592
"deep smooth jazz","liveness",0.124885714
"deep smooth jazz","tempo",109.6955714
"deep soft rock","danceability",0.639975397
"deep soft rock","energy",0.534361905
"deep soft rock","liveness",0.201251984
"deep soft rock","tempo",106.8071754
"deep soul house","danceability",0.73325
"deep soul house","energy",0.55675
"deep soul house","liveness",0.122025
"deep soul house","tempo",106.06525
"deep soundtrack","danceability",0.222801667
"deep soundtrack","energy",0.118872667
"deep soundtrack","liveness",0.114995
"deep soundtrack","tempo",102.2051333
"deep southern soul","danceability",0.7135
"deep southern soul","energy",0.581
"deep southern soul","liveness",0.0876
"deep southern soul","tempo",107.358
"deep southern trap","danceability",0.754796894
"deep southern trap","energy",0.680546937
"deep southern trap","liveness",0.203328982
"deep southern trap","tempo",121.4633607
"deep talent show","danceability",0.594026226
"deep talent show","energy",0.625319933
"deep talent show","liveness",0.123370184
"deep talent show","tempo",126.6281151
"deep tech house","danceability",0.296941176
"deep tech house","energy",0.434588235
"deep tech house","liveness",0.201382353
"deep tech house","tempo",126.6549412
"deep tropical house","danceability",0.651820635
"deep tropical house","energy",0.668190278
"deep tropical house","liveness",0.184315179
"deep tropical house","tempo",119.8220694
"deep underground hip hop","danceability",0.691001628
"deep underground hip hop","energy",0.635184259
"deep underground hip hop","liveness",0.207243004
"deep underground hip hop","tempo",124.7017779
"deep uplifting trance","danceability",0.719666667
"deep uplifting trance","energy",0.886833333
"deep uplifting trance","liveness",0.347333333
"deep uplifting trance","tempo",129.5425
"delta blues","danceability",0.583259995
"delta blues","energy",0.362239536
"delta blues","liveness",0.175468825
"delta blues","tempo",117.6089032
"dembow","danceability",0.8274
"dembow","energy",0.764833333
"dembow","liveness",0.16886
"dembow","tempo",104.1835
"denpa-kei","danceability",0.536
"denpa-kei","energy",0.8175
"denpa-kei","liveness",0.2252
"denpa-kei","tempo",129.996
"denton tx indie","danceability",0.59275
"denton tx indie","energy",0.73625
"denton tx indie","liveness",0.11745
"denton tx indie","tempo",118.87075
"denver indie","danceability",0.560333333
"denver indie","energy",0.6085
"denver indie","liveness",0.244916667
"denver indie","tempo",112.9946667
"derby indie","danceability",0.815
"derby indie","energy",0.605
"derby indie","liveness",0.114
"derby indie","tempo",102.643
"desert blues","danceability",0.454541667
"desert blues","energy",0.450291667
"desert blues","liveness",0.138804167
"desert blues","tempo",141.1380833
"desi hip hop","danceability",0.673081358
"desi hip hop","energy",0.547456504
"desi hip hop","liveness",0.15021053
"desi hip hop","tempo",105.6211899
"desi pop","danceability",0.647291676
"desi pop","energy",0.565621578
"desi pop","liveness",0.159014938
"desi pop","tempo",108.6831073
"destroy techno","danceability",0.612847222
"destroy techno","energy",0.743236111
"destroy techno","liveness",0.192554167
"destroy techno","tempo",121.2349306
"detroit hip hop","danceability",0.713009663
"detroit hip hop","energy",0.730752533
"detroit hip hop","liveness",0.271194912
"detroit hip hop","tempo",104.8950529
"detroit house","danceability",0.71215
"detroit house","energy",0.7188
"detroit house","liveness",0.15175
"detroit house","tempo",119.02
"detroit techno","danceability",0.7649
"detroit techno","energy",0.6103
"detroit techno","liveness",0.3539
"detroit techno","tempo",121.304
"detroit trap","danceability",0.725121836
"detroit trap","energy",0.690415107
"detroit trap","liveness",0.186450784
"detroit trap","tempo",116.8163801
"detske pisnicky","danceability",0.146
"detske pisnicky","energy",0.283
"detske pisnicky","liveness",0.0866
"detske pisnicky","tempo",177.275
"detskie pesni","danceability",0.58925
"detskie pesni","energy",0.30075
"detskie pesni","liveness",0.156025
"detskie pesni","tempo",119.2475
"devon indie","danceability",0.591
"devon indie","energy",0.415
"devon indie","liveness",0.111
"devon indie","tempo",90.483
"dfw rap","danceability",0.755669007
"dfw rap","energy",0.654043728
"dfw rap","liveness",0.150593038
"dfw rap","tempo",139.7346317
"dhrupad","danceability",0.580053571
"dhrupad","energy",0.157342857
"dhrupad","liveness",0.148521429
"dhrupad","tempo",87.86705357
"digital hardcore","danceability",0.6402
"digital hardcore","energy",0.796666667
"digital hardcore","liveness",0.297933333
"digital hardcore","tempo",119.2965333
"dinner jazz","danceability",0.578666667
"dinner jazz","energy",0.213
"dinner jazz","liveness",0.108733333
"dinner jazz","tempo",115.4446667
"dirty south rap","danceability",0.74305279
"dirty south rap","energy",0.673436977
"dirty south rap","liveness",0.216088507
"dirty south rap","tempo",123.506296
"dirty texas rap","danceability",0.800990385
"dirty texas rap","energy",0.544195513
"dirty texas rap","liveness",0.205328846
"dirty texas rap","tempo",132.2021026
"disco","danceability",0.664736714
"disco","energy",0.618455522
"disco","liveness",0.172560494
"disco","tempo",116.3947058
"disco house","danceability",0.700831898
"disco house","energy",0.782151689
"disco house","liveness",0.193210523
"disco house","tempo",125.1277674
"disney","danceability",0.490753465
"disney","energy",0.381812037
"disney","liveness",0.187631022
"disney","tempo",107.267535
"diva house","danceability",0.702517487
"diva house","energy",0.75550996
"diva house","liveness",0.166552275
"diva house","tempo",122.5001954
"dixieland","danceability",0.544280136
"dixieland","energy",0.403208924
"dixieland","liveness",0.215919651
"dixieland","tempo",119.3363343
"diy emo","danceability",0.344555556
"diy emo","energy",0.72
"diy emo","liveness",0.302711111
"diy emo","tempo",146.5473333
"djent","danceability",0.480761111
"djent","energy",0.869305556
"djent","liveness",0.231095556
"djent","tempo",128.8135389
"dmv rap","danceability",0.70842424
"dmv rap","energy",0.616478246
"dmv rap","liveness",0.158374825
"dmv rap","tempo",126.7858518
"dominican pop","danceability",0.726322666
"dominican pop","energy",0.65040676
"dominican pop","liveness",0.156579592
"dominican pop","tempo",126.9805498
"dong-yo","danceability",0.829
"dong-yo","energy",0.886
"dong-yo","liveness",0.0559
"dong-yo","tempo",115.056
"doo-wop","danceability",0.509742603
"doo-wop","energy",0.476649533
"doo-wop","liveness",0.20198908
"doo-wop","tempo",123.0385672
"doom metal","danceability",0.290228513
"doom metal","energy",0.775251225
"doom metal","liveness",0.233140074
"doom metal","tempo",122.91775
"doujin","danceability",0.739
"doujin","energy",0.641
"doujin","liveness",0.103
"doujin","tempo",93.007
"downtempo","danceability",0.60649373
"downtempo","energy",0.587941292
"downtempo","liveness",0.162806487
"downtempo","tempo",118.8840925
"drama","danceability",0.518384615
"drama","energy",0.370067308
"drama","liveness",0.339688462
"drama","tempo",109.098
"dream pop","danceability",0.430869742
"dream pop","energy",0.566873035
"dream pop","liveness",0.16460556
"dream pop","tempo",123.4373666
"dream trance","danceability",0.627380952
"dream trance","energy",0.871238095
"dream trance","liveness",0.169619048
"dream trance","tempo",130.7755714
"dreamgaze","danceability",0.279833333
"dreamgaze","energy",0.750833333
"dreamgaze","liveness",0.17985
"dreamgaze","tempo",111.3756667
"dreamo","danceability",0.488634826
"dreamo","energy",0.766706227
"dreamo","liveness",0.230487843
"dreamo","tempo",130.6718445
"drift","danceability",0.229565357
"drift","energy",0.109843571
"drift","liveness",0.10631
"drift","tempo",101.670475
"drill","danceability",0.643099993
"drill","energy",0.663249315
"drill","liveness",0.204073126
"drill","tempo",121.2658385
"drill and bass","danceability",0.610314815
"drill and bass","energy",0.62387037
"drill and bass","liveness",0.146238889
"drill and bass","tempo",117.876463
"drone","danceability",0.288827057
"drone","energy",0.200828504
"drone","liveness",0.133457168
"drone","tempo",104.8056341
"drone ambient","danceability",0.153
"drone ambient","energy",0.214
"drone ambient","liveness",0.133
"drone ambient","tempo",68.834
"drone folk","danceability",0.46105
"drone folk","energy",0.3457125
"drone folk","liveness",0.122230833
"drone folk","tempo",106.3378667
"drone metal","danceability",0.322072222
"drone metal","energy",0.6605
"drone metal","liveness",0.219544444
"drone metal","tempo",113.2382222
"drum and bass","danceability",0.515694118
"drum and bass","energy",0.738807843
"drum and bass","liveness",0.221199412
"drum and bass","tempo",131.6426539
"dub","danceability",0.763820557
"dub","energy",0.502636464
"dub","liveness",0.149073956
"dub","tempo",117.7723471
"dub metal","danceability",0.389
"dub metal","energy",0.784
"dub metal","liveness",0.313
"dub metal","tempo",124.9553333
"dub poetry","danceability",0.777285714
"dub poetry","energy",0.578904762
"dub poetry","liveness",0.106214286
"dub poetry","tempo",145.8913333
"dub techno","danceability",0.445375
"dub techno","energy",0.372025
"dub techno","liveness",0.1562375
"dub techno","tempo",122.032625
"dubstep","danceability",0.573647619
"dubstep","energy",0.709128571
"dubstep","liveness",0.166252381
"dubstep","tempo",136.7421762
"duduk","danceability",0.135333333
"duduk","energy",0.134233333
"duduk","liveness",0.117
"duduk","tempo",86.14
"duluth indie","danceability",0.507833333
"duluth indie","energy",0.6888125
"duluth indie","liveness",0.173454167
"duluth indie","tempo",119.0883958
"dunedin indie","danceability",0.668
"dunedin indie","energy",0.372
"dunedin indie","liveness",0.21205
"dunedin indie","tempo",126.7045
"dunedin sound","danceability",0.631
"dunedin sound","energy",0.45825
"dunedin sound","liveness",0.2689
"dunedin sound","tempo",126.993
"dungeon synth","danceability",0.263833333
"dungeon synth","energy",0.768166667
"dungeon synth","liveness",0.326033333
"dungeon synth","tempo",111.0275
"duranguense","danceability",0.684135771
"duranguense","energy",0.641337049
"duranguense","liveness",0.146485101
"duranguense","tempo",126.3900524
"dusseldorf electronic","danceability",0.605931818
"dusseldorf electronic","energy",0.575386364
"dusseldorf electronic","liveness",0.213431818
"dusseldorf electronic","tempo",114.1270909
"dutch blues","danceability",0.406
"dutch blues","energy",0.526
"dutch blues","liveness",0.305
"dutch blues","tempo",183.842
"dutch cabaret","danceability",0.613
"dutch cabaret","energy",0.389333333
"dutch cabaret","liveness",0.396666667
"dutch cabaret","tempo",106.593
"dutch death metal","danceability",0.306
"dutch death metal","energy",0.989
"dutch death metal","liveness",0.27
"dutch death metal","tempo",103.006
"dutch edm","danceability",0.660190476
"dutch edm","energy",0.88231746
"dutch edm","liveness",0.163710317
"dutch edm","tempo",122.5715159
"dutch folk","danceability",0.721
"dutch folk","energy",0.0554
"dutch folk","liveness",0.18
"dutch folk","tempo",125.399
"dutch hip hop","danceability",0.785742857
"dutch hip hop","energy",0.641933333
"dutch hip hop","liveness",0.145701905
"dutch hip hop","tempo",110.9592286
"dutch house","danceability",0.67083658
"dutch house","energy",0.80762987
"dutch house","liveness",0.187625649
"dutch house","tempo",118.496387
"dutch indie","danceability",0.5422
"dutch indie","energy",0.38528
"dutch indie","liveness",0.1694
"dutch indie","tempo",116.4864
"dutch jazz","danceability",0.316
"dutch jazz","energy",0.0779
"dutch jazz","liveness",0.706
"dutch jazz","tempo",175.219
"dutch metal","danceability",0.311277778
"dutch metal","energy",0.895166667
"dutch metal","liveness",0.215877778
"dutch metal","tempo",118.1162222
"dutch pop","danceability",0.647634033
"dutch pop","energy",0.664939394
"dutch pop","liveness",0.161782284
"dutch pop","tempo",121.0645711
"dutch prog","danceability",0.42995
"dutch prog","energy",0.6922
"dutch prog","liveness",0.0848
"dutch prog","tempo",100.15575
"dutch rock","danceability",0.55444
"dutch rock","energy",0.60699
"dutch rock","liveness",0.161465
"dutch rock","tempo",115.94215
"dutch trance","danceability",0.633722222
"dutch trance","energy",0.8575
"dutch trance","liveness",0.188266667
"dutch trance","tempo",134.0732222
"dutch trap pop","danceability",0.8138
"dutch trap pop","energy",0.707266667
"dutch trap pop","liveness",0.216906667
"dutch trap pop","tempo",104.8268
"e6fi","danceability",0.494630273
"e6fi","energy",0.632477772
"e6fi","liveness",0.193771739
"e6fi","tempo",117.5722612
"early avant garde","danceability",0.561680778
"early avant garde","energy",0.151210116
"early avant garde","liveness",0.202981375
"early avant garde","tempo",120.2710446
"early modern classical","danceability",0.298295418
"early modern classical","energy",0.170946342
"early modern classical","liveness",0.171115665
"early modern classical","tempo",102.1798093
"early music","danceability",0.333333293
"early music","energy",0.146052429
"early music","liveness",0.143154573
"early music","tempo",96.7210062
"early music choir","danceability",0.215
"early music choir","energy",0.16052
"early music choir","liveness",0.15704
"early music choir","tempo",104.998
"early music ensemble","danceability",0.34014881
"early music ensemble","energy",0.189377976
"early music ensemble","liveness",0.17202381
"early music ensemble","tempo",95.951875
"early reggae","danceability",0.767791667
"early reggae","energy",0.472502778
"early reggae","liveness",0.123895278
"early reggae","tempo",96.63154444
"early romantic era","danceability",0.391935603
"early romantic era","energy",0.184486605
"early romantic era","liveness",0.162536585
"early romantic era","tempo",109.285665
"early synthpop","danceability",0.65497126
"early synthpop","energy",0.61057203
"early synthpop","liveness",0.185704064
"early synthpop","tempo",125.9610577
"early us punk","danceability",0.412378906
"early us punk","energy",0.847871469
"early us punk","liveness",0.270355618
"early us punk","tempo",136.3221618
"east coast hip hop","danceability",0.741277743
"east coast hip hop","energy",0.694803147
"east coast hip hop","liveness",0.217836866
"east coast hip hop","tempo",109.2379351
"east coast reggae","danceability",0.682069444
"east coast reggae","energy",0.578888889
"east coast reggae","liveness",0.166101852
"east coast reggae","tempo",111.41325
"eastern bloc groove","danceability",0.656
"eastern bloc groove","energy",0.792
"eastern bloc groove","liveness",0.091
"eastern bloc groove","tempo",93.804
"easy listening","danceability",0.417875991
"easy listening","energy",0.340022374
"easy listening","liveness",0.20604272
"easy listening","tempo",112.8949055
"easycore","danceability",0.549819481
"easycore","energy",0.918714286
"easycore","liveness",0.214346753
"easycore","tempo",126.6563545
"eau claire indie","danceability",0.471979871
"eau claire indie","energy",0.431248148
"eau claire indie","liveness",0.115381763
"eau claire indie","tempo",121.9951494
"ebm","danceability",0.606954861
"ebm","energy",0.754475694
"ebm","liveness",0.269280903
"ebm","tempo",124.7935434
"ecm-style jazz","danceability",0.377494487
"ecm-style jazz","energy",0.236277327
"ecm-style jazz","liveness",0.146569018
"ecm-style jazz","tempo",110.8357268
"ectofolk","danceability",0.534075995
"ectofolk","energy",0.405311847
"ectofolk","liveness",0.146093867
"ectofolk","tempo",113.5728653
"ecuadorian pop","danceability",0.728267857
"ecuadorian pop","energy",0.612002976
"ecuadorian pop","liveness",0.206885714
"ecuadorian pop","tempo",114.5176548
"edm","danceability",0.623410806
"edm","energy",0.755620553
"edm","liveness",0.195973629
"edm","tempo",125.9219119
"edmonton indie","danceability",0.652571429
"edmonton indie","energy",0.636702381
"edmonton indie","liveness",0.194658929
"edmonton indie","tempo",116.6499345
"egyptian pop","danceability",0.758333333
"egyptian pop","energy",0.750666667
"egyptian pop","liveness",0.165433333
"egyptian pop","tempo",132.4411111
"egyptian traditional","danceability",0.6295
"egyptian traditional","energy",0.2005
"egyptian traditional","liveness",0.09005
"egyptian traditional","tempo",91.1795
"el paso indie","danceability",0.346122222
"el paso indie","energy",0.694386111
"el paso indie","liveness",0.286919444
"el paso indie","tempo",121.6894481
"electra","danceability",0.679548611
"electra","energy",0.629375
"electra","liveness",0.168655556
"electra","tempo",119.7395417
"electric bass","danceability",0.608442154
"electric bass","energy",0.420937007
"electric bass","liveness",0.145349824
"electric bass","tempo",112.2301354
"electric blues","danceability",0.549134231
"electric blues","energy",0.554762253
"electric blues","liveness",0.209161229
"electric blues","tempo",120.0332215
"electro","danceability",0.790607496
"electro","energy",0.663142431
"electro","liveness",0.194262035
"electro","tempo",113.3693567
"electro house","danceability",0.634478694
"electro house","energy",0.781685224
"electro house","liveness",0.195727479
"electro house","tempo",126.6108112
"electro jazz","danceability",0.7181
"electro jazz","energy",0.7686
"electro jazz","liveness",0.15624
"electro jazz","tempo",110.0121
"electro latino","danceability",0.727989116
"electro latino","energy",0.792328757
"electro latino","liveness",0.185502474
"electro latino","tempo",117.4240125
"electro swing","danceability",0.689996154
"electro swing","energy",0.655017949
"electro swing","liveness",0.153562564
"electro swing","tempo",107.9920795
"electro-industrial","danceability",0.600547222
"electro-industrial","energy",0.810166667
"electro-industrial","liveness",0.323524444
"electro-industrial","tempo",120.8975861
"electroclash","danceability",0.618903846
"electroclash","energy",0.79
"electroclash","liveness",0.174511538
"electroclash","tempo",129.9839231
"electrofox","danceability",0.75
"electrofox","energy",0.7443
"electrofox","liveness",0.07313
"electrofox","tempo",131.9962
"electronic djent","danceability",0.455666667
"electronic djent","energy",0.750333333
"electronic djent","liveness",0.163666667
"electronic djent","tempo",128.4243333
"electronic rock","danceability",0.576765413
"electronic rock","energy",0.801904866
"electronic rock","liveness",0.217650072
"electronic rock","tempo",133.111701
"electronic trap","danceability",0.655933543
"electronic trap","energy",0.757964103
"electronic trap","liveness",0.20416856
"electronic trap","tempo",132.5401257
"electronica","danceability",0.616810272
"electronica","energy",0.612711793
"electronica","liveness",0.178839266
"electronica","tempo",118.3944702
"electronica argentina","danceability",0.581333333
"electronica argentina","energy",0.689666667
"electronica argentina","liveness",0.163766667
"electronica argentina","tempo",128.5766667
"electropop","danceability",0.633839241
"electropop","energy",0.663991051
"electropop","liveness",0.176914929
"electropop","tempo",121.6984437
"electropowerpop","danceability",0.548252851
"electropowerpop","energy",0.796417763
"electropowerpop","liveness",0.202995943
"electropowerpop","tempo",139.4096254
"emo","danceability",0.453150192
"emo","energy",0.807508477
"emo","liveness",0.200815432
"emo","tempo",131.8031149
"emo punk","danceability",0.404926894
"emo punk","energy",0.798886364
"emo punk","liveness",0.204135417
"emo punk","tempo",129.3658163
"emo rap","danceability",0.672541707
"emo rap","energy",0.592484225
"emo rap","liveness",0.184045643
"emo rap","tempo",118.2069896
"emocore","danceability",0.292866667
"emocore","energy",0.887466667
"emocore","liveness",0.286333333
"emocore","tempo",121.258
"english baroque","danceability",0.32183006
"english baroque","energy",0.140781454
"english baroque","liveness",0.163313393
"english baroque","tempo",102.9216484
"english indie rock","danceability",0.476142857
"english indie rock","energy",0.805698413
"english indie rock","liveness",0.162844444
"english indie rock","tempo",142.3400476
"english renaissance","danceability",0.35765
"english renaissance","energy",0.129225
"english renaissance","liveness",0.103291667
"english renaissance","tempo",80.35829167
"enka","danceability",0.4122
"enka","energy",0.326349231
"enka","liveness",0.275161538
"enka","tempo",125.1695231
"entehno","danceability",0.550053723
"entehno","energy",0.42690339
"entehno","liveness",0.184230008
"entehno","tempo",114.7268255
"environmental","danceability",0.168383699
"environmental","energy",0.661470698
"environmental","liveness",0.517715125
"environmental","tempo",86.09886935
"epic doom","danceability",0.219555556
"epic doom","energy",0.831666667
"epic doom","liveness",0.130133333
"epic doom","tempo",113.5176667
"epicore","danceability",0.475057595
"epicore","energy",0.572087033
"epicore","liveness",0.135312958
"epicore","tempo",118.0339788
"erhu","danceability",0.2175
"erhu","energy",0.226
"erhu","liveness",0.3495
"erhu","tempo",89.968
"escape room","danceability",0.669104166
"escape room","energy",0.655139495
"escape room","liveness",0.203733055
"escape room","tempo",120.622105
"esperanto","danceability",0.245
"esperanto","energy",0.405
"esperanto","liveness",0.0883
"esperanto","tempo",80.576
"essex indie","danceability",0.521
"essex indie","energy",0.82
"essex indie","liveness",0.102
"essex indie","tempo",144.011
"estonian hip hop","danceability",0.585
"estonian hip hop","energy",0.455
"estonian hip hop","liveness",0.135
"estonian hip hop","tempo",83.323
"estonian pop","danceability",0.4326
"estonian pop","energy",0.806
"estonian pop","liveness",0.342933333
"estonian pop","tempo",121.0690667
"ethereal wave","danceability",0.366178415
"ethereal wave","energy",0.55091766
"ethereal wave","liveness",0.182301677
"ethereal wave","tempo",120.8353293
"etherpop","danceability",0.585180136
"etherpop","energy",0.588021503
"etherpop","liveness",0.137168528
"etherpop","tempo",116.4619423
"ethio-jazz","danceability",0.491449405
"ethio-jazz","energy",0.395354464
"ethio-jazz","liveness",0.13251369
"ethio-jazz","tempo",102.579497
"ethiopian pop","danceability",0.427
"ethiopian pop","energy",0.204
"ethiopian pop","liveness",0.106
"ethiopian pop","tempo",79.619
"ethnomusicology","danceability",0.663055556
"ethnomusicology","energy",0.3579
"ethnomusicology","liveness",0.158722222
"ethnomusicology","tempo",132.1379444
"euphoric hardstyle","danceability",0.553333333
"euphoric hardstyle","energy",0.883833333
"euphoric hardstyle","liveness",0.434216667
"euphoric hardstyle","tempo",118.114
"eurobeat","danceability",0.555948718
"eurobeat","energy",0.882512821
"eurobeat","liveness",0.22574359
"eurobeat","tempo",144.3324872
"eurodance","danceability",0.696384873
"eurodance","energy",0.846332065
"eurodance","liveness",0.214242418
"eurodance","tempo",128.6987407
"europop","danceability",0.661888132
"europop","energy",0.762628696
"europop","liveness",0.191677885
"europop","tempo",123.926369
"euroska","danceability",0.71375
"euroska","energy",0.79075
"euroska","liveness",0.103125
"euroska","tempo",149.56375
"eurovision","danceability",0.610666667
"eurovision","energy",0.724333333
"eurovision","liveness",0.251666667
"eurovision","tempo",111.328
"exotica","danceability",0.498945899
"exotica","energy",0.431448993
"exotica","liveness",0.167993222
"exotica","tempo",115.145438
"experimental","danceability",0.472985193
"experimental","energy",0.550494351
"experimental","liveness",0.185723584
"experimental","tempo",117.9090602
"experimental ambient","danceability",0.276804523
"experimental ambient","energy",0.185780588
"experimental ambient","liveness",0.118071067
"experimental ambient","tempo",114.1632226
"experimental big band","danceability",0.348
"experimental big band","energy",0.532
"experimental big band","liveness",0.0757
"experimental big band","tempo",93.007
"experimental folk","danceability",0.651
"experimental folk","energy",0.465
"experimental folk","liveness",0.495
"experimental folk","tempo",107.75
"experimental hip hop","danceability",0.614354069
"experimental hip hop","energy",0.635324307
"experimental hip hop","liveness",0.187284714
"experimental hip hop","tempo",113.6171024
"experimental house","danceability",0.929
"experimental house","energy",0.573
"experimental house","liveness",0.122
"experimental house","tempo",128.037
"experimental jazz","danceability",0.278
"experimental jazz","energy",0.239
"experimental jazz","liveness",0.18
"experimental jazz","tempo",169.229
"experimental poetry","danceability",0.713
"experimental poetry","energy",0.0809
"experimental poetry","liveness",0.115
"experimental poetry","tempo",107.2055
"experimental pop","danceability",0.530366256
"experimental pop","energy",0.580617328
"experimental pop","liveness",0.18493254
"experimental pop","tempo",126.7263988
"experimental rock","danceability",0.462388431
"experimental rock","energy",0.612202078
"experimental rock","liveness",0.223010347
"experimental rock","tempo",116.8833978
"experimental vocal","danceability",0.569221972
"experimental vocal","energy",0.27345969
"experimental vocal","liveness",0.115091606
"experimental vocal","tempo",104.7028163
"fado","danceability",0.555650909
"fado","energy",0.337694
"fado","liveness",0.165378
"fado","tempo",105.3137055
"family gospel","danceability",0.4615
"family gospel","energy",0.38125
"family gospel","liveness",0.222775
"family gospel","tempo",102.58725
"faroese pop","danceability",0.371
"faroese pop","energy",0.334
"faroese pop","liveness",0.114
"faroese pop","tempo",68.721
"fast melodic punk","danceability",0.461666667
"fast melodic punk","energy",0.979666667
"fast melodic punk","liveness",0.144733333
"fast melodic punk","tempo",144.382
"fidget house","danceability",0.660933333
"fidget house","energy",0.728266667
"fidget house","liveness",0.248073333
"fidget house","tempo",142.5682667
"fijian pop","danceability",0.7164
"fijian pop","energy",0.6456
"fijian pop","liveness",0.138986667
"fijian pop","tempo",96.41226667
"filmi","danceability",0.582734013
"filmi","energy",0.472464446
"filmi","liveness",0.188178207
"filmi","tempo",108.5446741
"filter house","danceability",0.678574897
"filter house","energy",0.752044834
"filter house","liveness",0.175125737
"filter house","tempo",121.0578044
"filthstep","danceability",0.580083333
"filthstep","energy",0.83225
"filthstep","liveness",0.201969444
"filthstep","tempo",134.9621389
"final fantasy","danceability",0.449434375
"final fantasy","energy",0.647897656
"final fantasy","liveness",0.103390625
"final fantasy","tempo",126.8434766
"fingerstyle","danceability",0.47175839
"fingerstyle","energy",0.244827069
"fingerstyle","liveness",0.107468316
"fingerstyle","tempo",119.8354259
"finnish alternative rock","danceability",0.546
"finnish alternative rock","energy",0.693
"finnish alternative rock","liveness",0.29065
"finnish alternative rock","tempo",98.5045
"finnish classical","danceability",0.188914865
"finnish classical","energy",0.158382703
"finnish classical","liveness",0.235658108
"finnish classical","tempo",89.94564865
"finnish contemporary classical","danceability",0.285090476
"finnish contemporary classical","energy",0.190491762
"finnish contemporary classical","liveness",0.224278571
"finnish contemporary classical","tempo",101.9642857
"finnish death metal","danceability",0.430333333
"finnish death metal","energy",0.965
"finnish death metal","liveness",0.242333333
"finnish death metal","tempo",121.852
"finnish edm","danceability",0.61475
"finnish edm","energy",0.76525
"finnish edm","liveness",0.1223
"finnish edm","tempo",108.070125
"finnish hard rock","danceability",0.451666667
"finnish hard rock","energy",0.811
"finnish hard rock","liveness",0.187466667
"finnish hard rock","tempo",128.437
"finnish metal","danceability",0.375916667
"finnish metal","energy",0.913888889
"finnish metal","liveness",0.19565
"finnish metal","tempo",134.0555556
"finnish power metal","danceability",0.435416667
"finnish power metal","energy",0.848666667
"finnish power metal","liveness",0.149616667
"finnish power metal","tempo",118.3896667
"finnish soul","danceability",0.677
"finnish soul","energy",0.727
"finnish soul","liveness",0.0724
"finnish soul","tempo",124.174
"flamenco","danceability",0.579297441
"flamenco","energy",0.623220806
"flamenco","liveness",0.190407934
"flamenco","tempo",114.3973631
"flamenco guitar","danceability",0.576405328
"flamenco guitar","energy",0.701630749
"flamenco guitar","liveness",0.187027383
"flamenco guitar","tempo",117.5552256
"flick hop","danceability",0.223
"flick hop","energy",0.0336
"flick hop","liveness",0.0856
"flick hop","tempo",86.798
"float house","danceability",0.685615
"float house","energy",0.46352
"float house","liveness",0.13904
"float house","tempo",110.4999
"florida death metal","danceability",0.270766667
"florida death metal","energy",0.953828571
"florida death metal","liveness",0.219658333
"florida death metal","tempo",128.967719
"florida rap","danceability",0.730519349
"florida rap","energy",0.636904246
"florida rap","liveness",0.155194718
"florida rap","tempo",119.2980128
"fluxwork","danceability",0.470634524
"fluxwork","energy",0.352416667
"fluxwork","liveness",0.150320238
"fluxwork","tempo",117.5103333
"fo jing","danceability",0.488
"fo jing","energy",0.479
"fo jing","liveness",0.346
"fo jing","tempo",80.167
"focus","danceability",0.33922943
"focus","energy",0.118885701
"focus","liveness",0.115652635
"focus","tempo",96.45296819
"focus beats","danceability",0.703
"focus beats","energy",0.517
"focus beats","liveness",0.0963
"focus beats","tempo",104.833
"folclor afrocolombiano","danceability",0.713888889
"folclor afrocolombiano","energy",0.681
"folclor afrocolombiano","liveness",0.236266667
"folclor afrocolombiano","tempo",130.7094444
"folclor colombiano","danceability",0.647
"folclor colombiano","energy",0.7105
"folclor colombiano","liveness",0.10855
"folclor colombiano","tempo",112.5855
"folclore extremeno","danceability",0.6438
"folclore extremeno","energy",0.4422
"folclore extremeno","liveness",0.25134
"folclore extremeno","tempo",107.3548
"folclore navarra","danceability",0.419
"folclore navarra","energy",0.183
"folclore navarra","liveness",0.04
"folclore navarra","tempo",95.067
"folk","danceability",0.535163319
"folk","energy",0.417384689
"folk","liveness",0.181290382
"folk","tempo",118.2226748
"folk metal","danceability",0.32175
"folk metal","energy",0.939375
"folk metal","liveness",0.409375
"folk metal","tempo",157.416375
"folk punk","danceability",0.460373962
"folk punk","energy",0.64435609
"folk punk","liveness",0.263301742
"folk punk","tempo",132.3383867
"folk rock","danceability",0.543031284
"folk rock","energy",0.50999888
